# reference	source	provenance
# Rolex official catalogue renders (media.rolex.com, 2025 'upright-bba-with-shadow' set), one row per
# dial/bracelet configuration; the m-code in the URL is Rolex's own configuration id. Rows for a
# reference are numbered 1..N in this order — data/variant-images.tsv pins by that number, so never
# reorder rows within a reference; append new configurations at the end of the reference's block.
# Provenance note = the listing name 57 Jewellers shows for the same render (their site is where the
# original set was taken from), kept as an identification aid only.
124060	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m124060-0001	m124060-0001 — Rolex Submariner Non-Date
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0013	m126234-0013 — Rolex Datejust 36 Champagne Diamond Dot
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0014	m126234-0014 — Rolex Datejust 36 MOP
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0015	m126234-0015 — Rolex Datejust 36 Wimbledon
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0016	m126234-0016 — Rolex Datejust 36 Motif Dial
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0017	m126234-0017 — Rolex Datejust 36 Mint Green Dial
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0018	m126234-0018 — Rolex Datejust 36 Blue Motif Dial
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0019	m126234-0019 — Rolex Datejust 36 White Diamond Dot
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0020	m126234-0020 — Rolex Datejust 36 Black Motif Dial
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0021	m126234-0021 — Rolex Datejust 36 Chocolate Diamond Dot
126234	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126234-0022	m126234-0022 — Rolex Datejust 36 Silver Roman
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0001	m126300-0001 — Rolex Datejust 41 Smooth Blue Dial
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0004	m126300-0004 — Rolex Datejust 41 Smooth Wimbledon – Oyster
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0005	m126300-0005 — Rolex Datejust 41 Smooth Mint Green – Oyster
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0006	m126300-0006 — Rolex Datejust 41 Smooth Grey Rhodium – Oyster
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0007	m126300-0007 — Rolex Datejust 41 Smooth Black – Oyster
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0008	m126300-0008 — Rolex Datejust 41 Smooth White – Oyster
126300	https://media.rolex.com/image/upload/q_auto/f_png/c_limit,w_800/v1/catalogue/2025/upright-bba-with-shadow/m126300-0011	m126300-0011 — Rolex Datejust 41 Smooth Custom Blue Arabic
